magnitude,location,time,latitude,longitude
0.66,"10 km WNW of Lakeland Village, CA",2024-10-28 00:26:16,33.6845,-117.4378333
0.5,"9 km NW of The Geysers, CA",2024-10-28 00:16:34,38.824333190918,-122.843330383301
4.5,"3 km NW of Murindó, Colombia",2024-10-28 00:08:41,7.0011,-76.847
2.68,"4 km ESE of La Parguera, Puerto Rico",2024-10-28 00:08:04,17.9671666666667,-67.0063333333333
-0.7,"65 km WNW of Beluga, Alaska",2024-10-27 23:57:42,61.3136666666667,-152.251833333333
2.55,"27 km S of Fern Forest, Hawaii",2024-10-27 23:43:59,19.2151666666667,-155.108333333333
0.03,"64 km ENE of Pedro Bay, Alaska",2024-10-27 23:36:50,60.0415,-153.079
1.07,"1 km N of Marshall, Oklahoma",2024-10-27 23:28:51,36.17133333,-97.625
1.0,"20 km NE of Minto, Alaska",2024-10-27 23:22:20,65.2623,-148.999
1.96000004,"2 km SSW of Pāhala, Hawaii",2024-10-27 23:14:30,19.1784992218018,-155.483840942383
-0.73,"66 km WNW of Tyonek, Alaska",2024-10-27 23:08:07,61.2866666666667,-152.296166666667
2.6,"57 km ESE of Cayambe, Ecuador",2024-10-27 22:57:30,-0.1137,-77.6551
0.0,"51 km ESE of Beatty, Nevada",2024-10-27 22:53:43,36.658,-116.2718
0.91,"2 km NNW of Orange, CA",2024-10-27 22:48:29,33.8201667,-117.8463333
1.06,"2 km WSW of Echo, Utah",2024-10-27 22:48:22,40.9678333333333,-111.4685
1.3,"6 km NNW of The Geysers, CA",2024-10-27 22:46:33,38.8193321228027,-122.792831420898
-0.68,"65 km WNW of Beluga, Alaska",2024-10-27 22:43:38,61.2988333333333,-152.262833333333
1.71,"20 km WNW of Stanley, Idaho",2024-10-27 22:42:46,44.3088333333333,-115.166833333333
4.6,"129 km W of Tobelo, Indonesia",2024-10-27 22:40:29,1.8402,126.8486
1.3,"35 km WSW of Ackerly, Texas",2024-10-27 22:37:29,32.398,-102.064
4.2,"94 km SSW of Champerico, Guatemala",2024-10-27 22:28:11,13.5695,-92.3772
2.0,"53 km NW of Toyah, Texas",2024-10-27 22:27:15,31.625,-104.219
-0.21,"77 km NE of Nikolski, Alaska",2024-10-27 22:27:05,53.4526666666667,-168.0835
0.71,"7 km WNW of Cobb, CA",2024-10-27 22:24:10,38.8344993591309,-122.801170349121
2.65,"14 km WSW of Quinton, Oklahoma",2024-10-27 22:23:13,35.0865,-95.519
1.6,"68 km SSE of Kokhanok, Alaska",2024-10-27 22:22:41,58.8802,-154.2883
2.3,"5 km ENE of Hormigueros, Puerto Rico",2024-10-27 21:47:48,18.1598333333333,-67.0781666666667
2.43,"13 km SSE of Kanarraville, Utah",2024-10-27 21:44:20,37.4325,-113.119166666667
1.93,"13 km SSE of Kanarraville, Utah",2024-10-27 21:43:51,37.4316666666667,-113.118333333333
1.97,"3 km E of Avila Beach, CA",2024-10-27 21:39:30,35.1878333333333,-120.701833333333
1.42,"10 km E of Tanner, Washington",2024-10-27 21:35:03,47.483666666666664,-121.60916666666667
0.93,"6 km NW of The Geysers, CA",2024-10-27 21:29:16,38.8068351745605,-122.817169189453
1.3,"10 km ENE of Stanton, Texas",2024-10-27 21:27:36,32.177,-101.694
-0.3,"47 km WNW of Indian Springs, Nevada",2024-10-27 21:22:55,36.694,-116.1833
1.48,"2 km NNE of Helper, Utah",2024-10-27 21:19:58,39.7016666666667,-110.844166666667
0.9,"10 km NW of Point Possession, Alaska",2024-10-27 21:11:27,60.9872,-150.8258
4.4,"5 km W of Guaca, Colombia",2024-10-27 21:03:00,6.8787,-72.9025
2.2,"57 km S of Whites City, New Mexico",2024-10-27 20:57:33,31.658,-104.377
3.19,"10 km SW of Lompoc, CA",2024-10-27 20:55:49,34.5735,-120.534
2.6,"5 km SSW of North Pole, Alaska",2024-10-27 20:53:53,64.7124,-147.4085
1.13,"2 km NNW of Orange, CA",2024-10-27 20:50:42,33.8205,-117.8406667
1.34,"7 km WNW of Cobb, CA",2024-10-27 20:49:54,38.835334777832,-122.799835205078
2.2,"87 km NW of Lake Louise, Alaska",2024-10-27 20:43:07,62.7501,-147.9119
1.7,"55 km NNE of Petersville, Alaska",2024-10-27 20:36:17,62.9742,-150.4442
0.32,"5 km WNW of The Geysers, CA",2024-10-27 20:35:37,38.7938333333333,-122.8105
2.2,"13 km SW of Rotan, Texas",2024-10-27 20:32:58,32.782,-100.58
1.26,"2 km NNW of Orange, CA",2024-10-27 20:19:55,33.8206667,-117.8398333
0.7,"18 km ESE of Anza, CA",2024-10-27 20:17:05,33.4755,-116.4986667
1.7,"18 km W of Tatitlek, Alaska",2024-10-27 20:06:22,60.8357,-147.0061
4.7,"40 km NW of Tamarindo, Costa Rica",2024-10-27 20:01:16,10.5846,-86.0658
3.43,"87 km NNE of Cruz Bay, U.S. Virgin Islands",2024-10-27 19:56:38,19.0886666666667,-64.5665
5.0,south of the Fiji Islands,2024-10-27 19:46:25,-25.9186,179.8509
1.03,"9 km WNW of Cobb, CA",2024-10-27 19:42:37,38.8451652526855,-122.828498840332
2.34,"1 km SW of Tallaboa, Puerto Rico",2024-10-27 19:35:03,17.9848333333333,-66.7275
2.27,"12 km S of Guánica, Puerto Rico",2024-10-27 19:33:59,17.8615,-66.9036666666667
1.15,"14 km ENE of Borrego Springs, CA",2024-10-27 19:32:41,33.3116667,-116.2408333
2.1,"56 km S of Whites City, New Mexico",2024-10-27 19:31:43,31.668,-104.371
2.57,"10 km SSW of Tallaboa, Puerto Rico",2024-10-27 19:28:41,17.8996666666667,-66.7426666666667
4.4,"43 km SSW of Jimbaran, Indonesia",2024-10-27 19:21:50,-9.1423,114.9804
1.9,"61 km WNW of Happy Valley, Alaska",2024-10-27 19:18:39,60.1453,-152.7548
1.42,"5 km E of Fremont, CA",2024-10-27 19:17:45,37.5441666666667,-121.931166666667
1.39,"14 km ENE of Borrego Springs, CA",2024-10-27 19:16:47,33.3108333,-116.2401667
4.8,"156 km N of Metinaro, Timor Leste",2024-10-27 19:02:57,-7.1143,125.7699
-0.42,"65 km WNW of Beluga, Alaska",2024-10-27 18:56:49,61.3158333333333,-152.244833333333
0.9,"34 km WSW of Ackerly, Texas",2024-10-27 18:53:10,32.412,-102.059
-0.44,"66 km WNW of Beluga, Alaska",2024-10-27 18:52:24,61.3158333333333,-152.270333333333
2.99,"9 km SSE of Indios, Puerto Rico",2024-10-27 18:51:27,17.9148333333333,-66.7783333333333
2.67,"14 km ENE of Borrego Springs, CA",2024-10-27 18:49:54,33.3091667,-116.2401667
0.9,"8 km NE of Alex, Oklahoma",2024-10-27 18:47:57,34.96166667,-97.69966667
1.26,"12 km WNW of Calipatria, CA",2024-10-27 18:42:22,33.1595,-115.6426667
0.26,"5 km WNW of Cobb, CA",2024-10-27 18:34:15,38.8365,-122.774
4.4,"15 km WNW of La Troncal, Ecuador",2024-10-27 18:22:44,-2.3616,-79.4658
3.31,"92 km N of Cruz Bay, U.S. Virgin Islands",2024-10-27 18:14:52,19.1591666666667,-64.6463333333333
0.13,"86 km NW of Karluk, Alaska",2024-10-27 18:10:32,58.1745,-155.364666666667
1.33,"10 km WNW of Central, Utah",2024-10-27 18:04:00,37.4633333333333,-113.730166666667
3.76,"107 km NNE of Cruz Bay, U.S. Virgin Islands",2024-10-27 18:02:55,19.2495,-64.4641
1.84,"10 km WNW of Central, Utah",2024-10-27 18:02:48,37.4636666666667,-113.728333333333
1.6,"3 km WSW of Happy Valley, Alaska",2024-10-27 18:00:55,59.9373,-151.7828
1.3,"20 km ENE of Tilden, Texas",2024-10-27 17:56:42,28.56,-98.37
0.8,"26 km NW of Furnace Creek, California",2024-10-27 17:42:09,36.627,-117.0557
-0.56,"64 km WNW of Beluga, Alaska",2024-10-27 17:35:44,61.3015,-152.226833333333
0.02,"86 km NNW of Karluk, Alaska",2024-10-27 17:29:09,58.2896666666667,-154.994833333333
1.4,"37 km SSW of Trapper Creek, Alaska",2024-10-27 17:21:58,62.0173,-150.5731
1.32,"2 km NW of The Geysers, CA",2024-10-27 17:20:59,38.7916679382324,-122.77799987793
-0.1,"47 km WNW of Indian Springs, Nevada",2024-10-27 17:16:04,36.6978,-116.1817
4.9,south of Panama,2024-10-27 17:14:44,4.9065,-82.6777
-0.51,"86 km NNW of Karluk, Alaska",2024-10-27 17:12:57,58.2333333333333,-155.216333333333
-0.55,"66 km WNW of Beluga, Alaska",2024-10-27 17:04:40,61.3405,-152.254333333333
1.6,"66 km NW of Aleneva, Alaska",2024-10-27 16:47:39,58.5403,-153.5815
0.85,"6 km SW of Lima, Montana",2024-10-27 16:37:47,44.5915,-112.649833333333
2.3,"51 km SSE of Denali National Park, Alaska",2024-10-27 16:36:23,63.1053,-151.3827
1.9,"56 km N of Petersville, Alaska",2024-10-27 16:34:43,63.0074,-150.7227
2.0,"53 km SSE of Denali National Park, Alaska",2024-10-27 16:31:57,63.0901,-151.3517
2.2,"50 km SSE of Denali National Park, Alaska",2024-10-27 16:30:38,63.1181,-151.3541
0.53,"42 km NE of Condon, Montana",2024-10-27 16:26:15,47.7526666666667,-113.2485
-0.8,"65 km WNW of Tyonek, Alaska",2024-10-27 16:25:47,61.299,-152.2655
2.7,"70 km ESE of Denali National Park, Alaska",2024-10-27 16:21:48,63.2447,-150.4748
3.39,"100 km NNE of Cruz Bay, U.S. Virgin Islands",2024-10-27 16:21:19,19.2105,-64.562
0.56,"65 km WNW of Tyonek, Alaska",2024-10-27 16:20:13,61.2985,-152.264833333333
1.12,"11 km W of Johannesburg, CA",2024-10-27 16:20:07,35.389,-117.7495
2.02,"1 km WSW of Collegedale, Tennessee",2024-10-27 16:16:29,35.0473333333333,-85.07
-0.13,"65 km WNW of Beluga, Alaska",2024-10-27 16:13:47,61.3086666666667,-152.249333333333
1.5,"10 km ENE of Fox, Alaska",2024-10-27 16:09:42,64.9845,-147.3946
0.0,"51 km ESE of Beatty, Nevada",2024-10-27 15:54:41,36.6695,-116.263
1.6,"29 km NW of Susitna, Alaska",2024-10-27 15:29:26,61.7597,-150.8239
2.26999998,"7 km SSE of Pāhala, Hawaii",2024-10-27 15:26:31,19.1398334503174,-155.464340209961
0.09,"67 km WNW of Beluga, Alaska",2024-10-27 15:08:18,61.3166666666667,-152.292666666667
1.04,"15 km ESE of Point Sur, CA",2024-10-27 15:06:42,36.2786666666667,-121.732166666667
4.9,"267 km E of Levuka, Fiji",2024-10-27 15:06:33,-17.8848,-178.1657
0.38,"10 km NW of The Geysers, CA",2024-10-27 15:02:56,38.8131675720215,-122.863166809082
2.20000005,"5 km SSW of Pāhala, Hawaii",2024-10-27 14:54:52,19.1598339080811,-155.494338989258
0.67,"20 km ESE of Anza, CA",2024-10-27 14:37:29,33.469,-116.4776667
4.7,"54 km NNE of Calama, Chile",2024-10-27 14:16:14,-22.0233,-68.6679
0.49,"86 km NNW of Karluk, Alaska",2024-10-27 14:10:02,58.2368333333333,-155.1965
2.33999991,"13 km ESE of Pāhala, Hawaii",2024-10-27 14:08:08,19.1538333892822,-155.361328125
1.4,"42 km W of Mentone, Texas",2024-10-27 14:02:47,31.687,-104.052
2.2,"56 km S of Whites City, New Mexico",2024-10-27 14:00:51,31.663,-104.37
4.7,"176 km ESE of Biak, Indonesia",2024-10-27 13:58:18,-1.9776,137.452
2.4,North Pacific Ocean,2024-10-27 13:37:32,44.6167,-140.9182
1.84000003,"14 km ESE of Pāhala, Hawaii",2024-10-27 13:34:44,19.1356658935547,-155.358001708984
3.32,"95 km NNE of Cruz Bay, U.S. Virgin Islands",2024-10-27 13:33:46,19.171,-64.5865
0.8,"12 km NW of Warner Springs, CA",2024-10-27 13:32:40,33.3438333,-116.7336667
1.02,"6 km WNW of Cobb, CA",2024-10-27 13:25:48,38.8348350524902,-122.788833618164
2.06999993,"5 km SSW of Pāhala, Hawaii",2024-10-27 13:25:42,19.1598339080811,-155.502502441406
1.17,"16 km S of Twentynine Palms, CA",2024-10-27 13:24:09,34.0006667,-116.0491667
0.59,"95 km S of Kokhanok, Alaska",2024-10-27 13:11:30,58.582,-154.692
1.9,"17 km NE of Hermleigh, Texas",2024-10-27 13:06:25,32.756,-100.639
1.3,"3 km SSE of Point MacKenzie, Alaska",2024-10-27 13:04:48,61.3277,-149.963
0.29,"2 km N of The Geysers, CA",2024-10-27 13:01:32,38.7933333333333,-122.7575
0.03,"95 km S of Kokhanok, Alaska",2024-10-27 12:58:17,58.5815,-154.692
1.5,"56 km NW of Toyah, Texas",2024-10-27 12:51:41,31.651,-104.246
1.8,"48 km NNE of Chenega, Alaska",2024-10-27 12:46:58,60.4454,-147.589
1.97,"5 km SE of Cholame, CA",2024-10-27 12:44:44,35.702,-120.251166666667
1.92999995,"9 km NE of Pāhala, Hawaii",2024-10-27 12:37:19,19.2668342590332,-155.412170410156
1.7,"45 km W of Nanwalek, Alaska",2024-10-27 12:33:19,59.3799,-152.715
0.85,"15 km N of Borrego Springs, CA",2024-10-27 12:24:37,33.3926667,-116.3525
1.70000005,"9 km S of Volcano, Hawaii",2024-10-27 12:22:37,19.3589992523193,-155.228668212891
0.43,"41 km NE of Adak, Alaska",2024-10-27 12:16:57,52.0976666666667,-176.151833333333
1.0,"20 km E of Beluga, Alaska",2024-10-27 12:08:02,61.1381,-150.7063
2.2,"51 km W of Mentone, Texas",2024-10-27 11:48:57,31.699,-104.138
1.72,"13 km S of Volcano, Hawaii",2024-10-27 11:45:34,19.3191661834717,-155.214660644531
1.19,"10 km NE of Ninnekah, Oklahoma",2024-10-27 11:45:07,35.007,-97.8365
4.4,"203 km SW of Puerto Cortés, Costa Rica",2024-10-27 11:44:57,7.6372,-84.8058
1.7,"58 km WNW of Ninilchik, Alaska",2024-10-27 11:44:56,60.2238,-152.6664
-0.59,"65 km WNW of Tyonek, Alaska",2024-10-27 11:43:14,61.2938333333333,-152.2635
1.07,"9 km SSW of Ridgemark, CA",2024-10-27 11:39:58,36.7388333333333,-121.394333333333
0.7,"30 km WNW of Furnace Creek, California",2024-10-27 11:19:43,36.5752,-117.1565
-0.3,"66 km WNW of Beluga, Alaska",2024-10-27 11:14:17,61.3025,-152.265666666667
1.02,"25 km SW of Ocotillo Wells, CA",2024-10-27 11:10:50,32.9796667,-116.3171667
4.1,"187 km WSW of Baa, Indonesia",2024-10-27 11:04:43,-11.5834,121.5715
1.26,"10 km N of Foster, Oklahoma",2024-10-27 10:53:48,34.7085,-97.49116667
-0.46,"65 km WNW of Beluga, Alaska",2024-10-27 10:49:00,61.2988333333333,-152.261166666667
-0.5,"65 km WNW of Tyonek, Alaska",2024-10-27 10:47:26,61.296,-152.262333333333
0.03,"3 km S of The Geysers, CA",2024-10-27 10:46:31,38.7515,-122.745666666667
1.85,"7 km S of Volcano, Hawaii",2024-10-27 10:36:12,19.378833770752,-155.240325927734
-0.5,"65 km WNW of Beluga, Alaska",2024-10-27 10:35:39,61.3003333333333,-152.260666666667
1.6,"43 km ENE of Chase, Alaska",2024-10-27 10:33:44,62.5483,-149.2789
0.12,"65 km WNW of Tyonek, Alaska",2024-10-27 10:24:20,61.2941666666667,-152.258166666667
1.4,"14 km WNW of Susitna, Alaska",2024-10-27 10:14:06,61.6151,-150.7411
4.9,"20 km SSE of Feke, Turkey",2024-10-27 10:07:10,37.6398,35.9939
1.0,"2 km NNE of Pinnacles, CA",2024-10-27 10:06:35,36.546,-121.136
1.98000002,"6 km S of Pāhala, Hawaii",2024-10-27 10:06:17,19.1456661224365,-155.482666015625
-0.65,"66 km WNW of Beluga, Alaska",2024-10-27 10:00:39,61.3073333333333,-152.275
0.64,"10 km ENE of Ninnekah, Oklahoma",2024-10-27 09:55:08,34.996,-97.83033333
0.77,"10 km NW of The Geysers, CA",2024-10-27 09:51:17,38.8274993896484,-122.855667114258
1.70000005,"13 km E of Pāhala, Hawaii",2024-10-27 09:50:40,19.1888332366943,-155.34733581543
0.77,"4 km NNW of The Geysers, CA",2024-10-27 09:49:35,38.8023338317871,-122.78099822998
0.31,"12 km E of Cloverdale, CA",2024-10-27 09:47:45,38.834,-122.883833333333
-0.04,"11 km W of Akutan, Alaska",2024-10-27 09:47:36,54.123,-165.945166666667
0.69,"15 km W of Portage, Utah",2024-10-27 09:25:13,41.9906666666667,-112.4225
0.69,"5 km WNW of Cobb, CA",2024-10-27 09:24:11,38.8383331298828,-122.780830383301
1.5,"54 km SSE of Denali National Park, Alaska",2024-10-27 09:22:51,63.0756,-151.3998
0.91,"1 km NE of The Geysers, CA",2024-10-27 08:59:12,38.7864990234375,-122.74683380127
4.6,"87 km SE of Pondaguitan, Philippines",2024-10-27 08:56:21,5.7602,126.6937
1.5,"55 km S of Whites City, New Mexico",2024-10-27 08:54:23,31.672,-104.392
3.2,"8 km NNE of Montecristi, Ecuador",2024-10-27 08:53:18,-0.9813,-80.6206
0.44,"24 km W of Sitka, Alaska",2024-10-27 08:52:59,57.0753333333333,-135.739
1.7,"22 km SE of Skwentna, Alaska",2024-10-27 08:42:52,61.847,-151.099
0.11,"37 km NNE of Amboy, Washington",2024-10-27 08:35:30,46.197,-122.18016666666666
-0.76,"64 km WNW of Beluga, Alaska",2024-10-27 08:26:47,61.3065,-152.235333333333
0.74,"2 km NNE of The Geysers, CA",2024-10-27 08:26:38,38.7971649169922,-122.755668640137
1.8,"14 km SSW of Tres Pinos, CA",2024-10-27 08:26:11,36.6706666666667,-121.371833333333
1.16,"2 km ESE of Idyllwild, CA",2024-10-27 08:20:31,33.7355,-116.693
-0.44,"64 km WNW of Beluga, Alaska",2024-10-27 08:15:01,61.308,-152.2345
0.38,"64 km WNW of Beluga, Alaska",2024-10-27 08:13:35,61.3116666666667,-152.239666666667
1.2,"37 km WNW of Furnace Creek, California",2024-10-27 08:11:44,36.548,-117.2542
1.0,"5 km SE of Cholame, CA",2024-10-27 07:54:22,35.7003333333333,-120.252333333333
1.6,"9 km SE of Midland, Texas",2024-10-27 07:52:45,31.94,-101.999
0.09,"66 km WNW of Beluga, Alaska",2024-10-27 07:51:45,61.3085,-152.264
2.1,"1 km SE of Diamond Ridge, Alaska",2024-10-27 07:51:15,59.6661,-151.5426
3.64,"143 km N of Hatillo, Puerto Rico",2024-10-27 07:50:06,19.7723,-66.6826
1.47,"2 km WNW of Lennox, CA",2024-10-27 07:43:42,33.9421667,-118.3735
1.06,"3 km NNW of The Geysers, CA",2024-10-27 07:33:02,38.8018341064453,-122.778167724609
2.63,"8 km S of Olancha, CA",2024-10-27 07:28:01,36.2126667,-118.0131667
0.52,"14 km N of Borrego Springs, CA",2024-10-27 07:15:05,33.3848333,-116.3976667
1.88999999,"12 km S of Fern Forest, Hawaii",2024-10-27 07:14:00,19.3531665802002,-155.135833740234
-0.42,"66 km WNW of Beluga, Alaska",2024-10-27 07:11:16,61.311,-152.269833333333
-0.33,"66 km WNW of Beluga, Alaska",2024-10-27 06:49:17,61.3151666666667,-152.271666666667
2.0,"57 km NW of Toyah, Texas",2024-10-27 06:49:04,31.624,-104.283
3.27,"8 km S of Olancha, CA",2024-10-27 06:48:49,36.2088333,-118.0158333
4.7,"49 km S of Labuha, Indonesia",2024-10-27 06:35:08,-1.0647,127.4176
1.6,"7 km SE of Anchorage, Alaska",2024-10-27 06:35:04,61.1766,-149.8
4.5,"55 km SSW of Labuha, Indonesia",2024-10-27 06:32:39,-1.0937,127.2956
1.4,"15 km NNE of Hermleigh, Texas",2024-10-27 06:25:40,32.753,-100.674
2.32,"5 km SE of Maria Antonia, Puerto Rico",2024-10-27 06:23:02,17.9411666666667,-66.8508333333333
0.41,"5 km WNW of The Geysers, CA",2024-10-27 06:20:35,38.7946666666667,-122.810333333333
2.46,"6 km SE of Maria Antonia, Puerto Rico",2024-10-27 06:17:27,17.9293333333333,-66.8481666666667
1.1,"42 km S of South Van Horn, Alaska",2024-10-27 06:16:05,64.434,-147.9402
0.71,"21 km ESE of Anza, CA",2024-10-27 06:05:46,33.483,-116.463
1.31,"11 km SE of Point Reyes, CA",2024-10-27 06:02:39,37.9603333333333,-122.8815
0.39,"4 km ENE of Anza, CA",2024-10-27 05:59:08,33.5711667,-116.6386667
1.2,"31 km WNW of Furnace Creek, California",2024-10-27 05:50:17,36.5497,-117.1859
2.41,"4 km E of Stovepipe Wells, CA",2024-10-27 05:36:11,36.6078333,-117.1011667
1.7,"34 km NW of Valdez, Alaska",2024-10-27 05:35:22,61.3386,-146.8157
2.3,"101 km W of Akhiok, Alaska",2024-10-27 05:34:59,56.8858,-155.8311
1.3,"35 km WSW of Tatitlek, Alaska",2024-10-27 05:33:02,60.7799,-147.3013
1.80999994,"4 km SE of Pāhala, Hawaii",2024-10-27 05:32:54,19.171667098999,-155.453826904297
0.21,"26 km W of Hebgen Lake Estates, Montana",2024-10-27 05:29:21,44.794,-111.529
-0.3,"41 km WNW of Indian Springs, Nevada",2024-10-27 05:18:49,36.7464,-116.0834
3.3,"29 km S of Sand Point, Alaska",2024-10-27 05:13:36,55.0775,-160.584
1.1,"35 km WSW of Ackerly, Texas",2024-10-27 05:07:34,32.411,-102.072
2.2,"66 km N of Petersville, Alaska",2024-10-27 05:05:02,63.0872,-150.6083
1.86,"23 km SSE of Pinnacles, CA",2024-10-27 05:01:19,36.3853333333333,-120.967666666667
0.03,"28 km W of Hebgen Lake Estates, Montana",2024-10-27 05:01:05,44.8086666666667,-111.552333333333
1.6,"38 km SSE of Denali National Park, Alaska",2024-10-27 04:59:40,63.2469,-151.3246
0.73,"16 km W of Searles Valley, CA",2024-10-27 04:51:18,35.7586667,-117.5753333
2.01,"4 km SE of Loma Linda, CA",2024-10-27 04:45:51,34.025,-117.2303333
2.29,"11 km SSE of Maria Antonia, Puerto Rico",2024-10-27 04:41:11,17.8826666666667,-66.8446666666667
1.71,"3 km SW of Anderson Springs, CA",2024-10-27 04:39:56,38.7516670227051,-122.71216583252
0.79,"0 km  of The Geysers, CA",2024-10-27 04:39:16,38.779167175293,-122.757331848145
1.6,"21 km WSW of Susitna, Alaska",2024-10-27 04:14:57,61.4853,-150.8969
1.5,"6 km WNW of Westbrook, Texas",2024-10-27 04:11:28,32.387,-101.075
-0.1,"86 km NW of Karluk, Alaska",2024-10-27 04:05:04,58.1761666666667,-155.363666666667
2.1,"57 km NNE of Kobuk, Alaska",2024-10-27 03:54:32,67.3394,-156.156
1.7,"32 km NNW of Beluga, Alaska",2024-10-27 03:34:30,61.4087,-151.3031
1.8,"39 km ENE of Pedro Bay, Alaska",2024-10-27 03:30:05,59.9132,-153.4501
1.81,"8 km WNW of Union City, Oklahoma",2024-10-27 03:28:26,35.4325,-98.016
1.1,"56 km WNW of Nikiski, Alaska",2024-10-27 03:26:25,60.8916,-152.243
1.3,"34 km ESE of Minto, Alaska",2024-10-27 03:23:43,65.0255,-148.6829
1.0,"28 km NW of Furnace Creek, California",2024-10-27 03:22:22,36.6136,-117.0904
5.1,"6 km E of Hualien City, Taiwan",2024-10-27 03:21:45,23.9745,121.6705
1.9,"48 km SSE of Cantwell, Alaska",2024-10-27 03:15:51,62.9668,-148.7237
1.1,"29 km WNW of Furnace Creek, California",2024-10-27 03:08:29,36.5952,-117.1326
1.2,"28 km WNW of Furnace Creek, California",2024-10-27 02:59:09,36.5651,-117.1301
0.27,"7 km NNW of The Geysers, CA",2024-10-27 02:53:04,38.8231658935547,-122.807662963867
4.9,"87 km SE of San Pedro de Atacama, Chile",2024-10-27 02:50:12,-23.4878,-67.6152
1.4,"10 km NNW of Alex, Oklahoma",2024-10-27 02:46:37,35.00133333,-97.81516667
2.1400001,"12 km E of Pāhala, Hawaii",2024-10-27 02:42:24,19.2091674804688,-155.364334106445
0.79,"3 km NW of The Geysers, CA",2024-10-27 02:26:06,38.7933349609375,-122.780830383301
0.09,"65 km WNW of Beluga, Alaska",2024-10-27 02:21:12,61.3148333333333,-152.253333333333
2.0,"12 km E of Pāhala, Hawaii",2024-10-27 02:18:26,19.2063331604004,-155.361999511719
-0.06,"65 km WNW of Beluga, Alaska",2024-10-27 02:18:20,61.313,-152.252666666667
0.71,"8 km WNW of Cobb, CA",2024-10-27 02:17:08,38.8344993591309,-122.80899810791
2.0,"12 km E of Pāhala, Hawaii",2024-10-27 02:16:40,19.2098331451416,-155.359329223633
1.5,"22 km SSE of Skwentna, Alaska",2024-10-27 02:08:08,61.8106,-151.2237
-0.31,"66 km WNW of Beluga, Alaska",2024-10-27 02:06:18,61.3185,-152.256833333333
0.73,"7 km NNW of The Geysers, CA",2024-10-27 02:04:57,38.8228340148926,-122.812164306641
0.67,"9 km ENE of San Martin, CA",2024-10-27 01:57:13,37.1315,-121.521333333333
2.1,"29 km N of Susitna, Alaska",2024-10-27 01:56:29,61.8062,-150.5855
1.86000001,"1 km WSW of Pāhala, Hawaii",2024-10-27 01:52:00,19.1998329162598,-155.488662719727
0.75,"3 km SE of Loma Linda, CA",2024-10-27 01:46:42,34.0328333,-117.2383333
1.5,"26 km NW of Furnace Creek, California",2024-10-27 01:45:57,36.6058,-117.0812
1.21,"5 km WNW of The Geysers, CA",2024-10-27 01:36:34,38.7936668395996,-122.80899810791
0.84,"11 km E of Ashford, Washington",2024-10-27 01:31:00,46.75483333333333,-121.88316666666667
0.97,"25 km SW of Bodfish, CA",2024-10-27 01:30:25,35.3995,-118.6503333
1.54,"4 km WSW of San Francisco Zoo, CA",2024-10-27 01:20:18,37.7101666666667,-122.5395
3.5,off the coast of Oregon,2024-10-27 01:13:20,43.6483,-129.2204
2.06,"15 km W of San Simeon, CA",2024-10-27 01:11:24,35.6218338012695,-121.351501464844
0.32,"2 km WNW of Entiat, Washington",2024-10-27 01:10:07,47.686166666666665,-120.234
0.57,"11 km SE of Anza, CA",2024-10-27 01:03:23,33.4803333,-116.5896667
0.23,"13 km NNW of Toms Place, CA",2024-10-27 01:02:28,37.6623333333333,-118.761166666667
0.97,"5 km NW of The Geysers, CA",2024-10-27 00:59:19,38.7944984436035,-122.80899810791
1.17,"12 km WSW of Huron, CA",2024-10-27 00:58:51,36.1308333333333,-120.196
1.35,"11 km NE of Ocotillo Wells, CA",2024-10-27 00:49:26,33.2216667,-116.0553333
1.1,"95 km S of Kokhanok, Alaska",2024-10-27 00:49:16,58.5867,-154.6946
1.8,"7 km NW of Willow, Alaska",2024-10-27 00:48:27,61.802,-150.1326
2.21000004,"2 km SSW of Pāhala, Hawaii",2024-10-27 00:46:52,19.17799949646,-155.48567199707
3.14,"14 km S of Guánica, Puerto Rico",2024-10-27 00:45:24,17.838,-66.894
2.43,"10 km S of Lamont, CA",2024-10-27 00:40:46,35.1723333,-118.9313333
1.1,"39 km WNW of Petersville, Alaska",2024-10-27 00:40:04,62.6319,-151.4841
1.03,"27 km W of Hebgen Lake Estates, Montana",2024-10-27 00:36:49,44.8153333333333,-111.5335
1.6,"1 km SE of Gardendale, Texas",2024-10-27 00:34:31,32.01,-102.369
1.84000003,"3 km SW of Pāhala, Hawaii",2024-10-27 00:30:42,19.1773338317871,-155.497833251953
1.89,"3 km ESE of Hilo, Hawaii",2024-10-27 00:29:54,19.7195,-155.057166666667
0.2,"43 km N of Beatty, Nevada",2024-10-27 00:26:50,37.3011,-116.7289
4.3,"57 km WNW of Panguna, Papua New Guinea",2024-10-27 00:15:33,-6.181,154.9868
1.8,"24 km NNE of Skwentna, Alaska",2024-10-27 00:02:34,62.1911,-151.2144
1.09,"7 km WNW of Cobb, CA",2024-10-27 00:01:05,38.832332611084,-122.799667358398
4.2,"7 km S of Pizitou, Taiwan",2024-10-26 23:56:54,23.4181,120.447
1.87,"3 km NE of Almanor, CA",2024-10-26 23:39:48,40.238,-121.157166666667
1.67,"8 km S of Pāhala, Hawaii",2024-10-26 23:27:42,19.1245,-155.477666666667
1.9,"48 km SSW of Skwentna, Alaska",2024-10-26 23:23:40,61.5877,-151.7549
